sentence1,label
Jodi current shockd system thkto taile r jibone kono chor churi krtona,3
Samne aro asbe i hope,0
Sticker gulo koi pan reply please,2
"Bujhlam na, ami enayet er video dekhlam keno, tau abar almost full ta. Is there something wrong with me?",1
New mic er sound khuub clear,0
Valobasa oviram vai,0
My city next time rajshahi gele obossoi amader basai asben apu. Amar ammur hater banano authentic kalai ruti khauabo,2
Meizu 20pro er review hobe,2
Sam bai readmi k60 ultra phon tar akta review dan bangladesh a koba asba ar koto taka hoba,2
Bhaiya mohammadpur asen dhaka state college a,2
"Sir, genuinely valo content, sob video dekhi ar majhe modhhe technical issue hotei pare",0
Exam ditey bhalo marks paylam bhalo lagca,0
Morich vorta ta best,0
Jodi ber kore dey device ta taile kivabe bajbe,2
Amra talata kinte chaitese,2
"Vaiya hello,htc,meizu, blackberry, maximus, honor. Aisob phn gular review keno den na. Asa kori answer pabo?",2
Daraz theke 150 takar ic niye 150 taka diye 2ta mobile better nichi akhono 23 gonta backup valoi diche,0
Febrilife t shirt porcen?,2
Vai onek valo bujiyesenthanks,0
Mymensingh board a ekdom ee common pore nai,1
Aita dea gaming vhalo cholbe,0
"50 takai 5 piece puchke kochuri, onktai besi ei smy eo. Video ta khub vlo lglo",0
Vai ekta official you tube channel kivabe khulbo? jodi ekta reply video den vai onk khushi hobo plz plz plz vai ekta video,2
Dada pizza ar suimai er price koto ?,2
Ami goribes vai amare den,2
"Sam vai tmr vedio gulo onek valo lage, taii sb smy dekhi",0
Pdf to pachi na vaiya,1
Bhai rode mic ta ki adaou on chelo voice quality amr onk baje lagche,1
"Apnar katha bolor style khub sundor, r apnar video gulo durdanto",0
Shakib ki keltace edanig,1
Vai test korlen 12 pro last e bollen 12 pro plus khaini ki bujlam na?,1
Apnar jonno onek douya roiro allah apnar valo korbe,0
Best tech yutuber samzone,0
Faltu ekta name moto,1
Bai pilizz bai amaka dhiban,2
Apu tmi muta hoiya geso onk age tmr hasi aro besi sndr chilo,1
Ami onk boro fan apnar onk age teke video dekhi plz give me plz bro plz bro,0
Ai bajete sera phn,0
2. 5 gun dam diya kar gua marce kinbo?,1
"Khub bhalo lage apnaar video dekhte , routine hoye geche aro notun notun baniye jaan sir",0
Bhai camera ta dhar diyen to. Ami bager baccha pc bananor vlog korum,1
Amr deka best ekta sir apni my favourite onkk sundor kore moja kore poran khub valoh lage sir pora gulo shob gulo bhuji khub sundor. Kore dua kori sir apner jonno,0
Asalamulaykum kmn acen sobay onek din por aksathe holam bhalo lagche,0
Vai poket a rakhle abar to nijer jhunjhuni te sort lagbena to tahole to life shes,3
Vaiya sylhet teke bolci amader kommon pore ni,1
Bai apnar shov video dike ami,0
Vai ajker video te hdr kibhave korlen tutorial chai please,2
Erteke 15 k diya narzo 50 tai valo g96,0
Registration to 20crore kora koijon vaccine paise,1
Bangladesh e dam dabol hoiya jay,1
"First time comment korlam, khub valo lage apu tmder video gulo , but apu camera ta aktu thik kore kindly dhorben apnader chok gulo bar bar kata pore jache",0
Ami daraz ay dhaklam ga rx580 and rx5500 same price. Akhon konta naoya gaba help,3
Vai apar sound ar vitor noise ase onk asa kori next kheyal rakhben bisoy ta,3
Vai aoyaj nai ken,1
Apni ki game kalen,2
sam vai 5 million dekhte chai r boro kore sby k niye celebration korte chai love you broo love from naogaon,0
Tusar vi tshar ta valgacha gift koran please ami apnak all platform a join achi,2
Sam vai zte blade v40 design ar akta review chai vai flzz,2
Khabarer plate ta move na koreo dish ta present kora jay. Disgusting lge just. Parle ovves ta bodlan dada,1
Just wow apu ami o haire gesi tumar shate mone hoitase ami o tumder shate gesi tumr sob hijab tutorial follow kori apu best of luck,0
Eita kono kaj korla apu eishob nongrami,1
Harry brook k obosshoi nite hobe,0
Dekhte dekhte 3m kacha kachi awh,0
Ajk vaike ank cute lagce,0
Fahim bhaiar ei ktha ta amr kache always best lage life is nothing without struggle,0
Vaiya psychology. Geography. Civics. Social work er final revision class dile khub valo hoto,3
"Pubg,ff khala jabe smoothly hang cara?",2
"Tandoori tea ta miss kore gele dekhchi, oi weather e jome jeto kintu. As always darun lagle",0
Already 51k diye niye nisi,2
Performance miye details e kichu bollen na,1
Love you sam vai kal qmi o akta tree lagabo and apnar giveway te present korbo ami onek age e ai kaj korsilam but onek problem er karon e presen korte pari ni,0
Tecno phn er spicker kichudin por e nosto hoia jai camera performance o 34 mash por nosto hoia jai,1
Anker er charger gula valo iphone er jnno,0
Amar valo lage ni phone ta,1
Best reviewer,0
Rocona koto page lekhbo kew iktu bolba?,2
Purai abal marka playing style 2run lage sobai 6 marte jaya out hoi,1
Watchface gulu sondor na,1
Deximpo giveaway gula joss chilo and products gula osthir level er,0
Sam vai anker ar product ki sob jaigy paoya jabe,2
Sudhu dhaka ar chittagong board er jnnw?,2
Cheler kothar ojon asu,0
Vaii ekta kotha vull bolchen prothome 11 july bolchilen august er jaygay,2
Very well said but there is no shakib al hasan in other team you mentioned. And we all know shakib is the best bowler in our team who can bowl 10 overs. So why you comparing the other team with us ?,3
Ai sound ta besidin thakenah,1
Samzone vaiyar review very very good,0
Fan gula full khule dekhale khusi hotam motor battery,0
Ai amdr bcs cader er character? Wak thu emon sontan er maa babar mukhe.,1
Amar huawei y9 prime ackon oo kono somosa hoy nai,2
Vaccine trial supervision korlei je uni nije vaccine niye Covid theke bachte pare nai ei kotha ta bhul Na bujhei bokachu lokjon comment korei jacche Nijeder nirbuddhitar proman ta shob jaigay na dile to raate ghum hobe na tader,0
B450 board lagale kamon hobe,2
200w inbuild power supply dia 5700g thik moto cholbe to!,2
Sir a peyechi allah rohmote onek help korechen sir thank you,0
Vaiaa amr youtube blog at akti chenel ase. To ami resent mobilization payachi ay bocor ar june mas a. Kintu ajk hotat amr monetization chole gasaa. Ki karone gelo bujtasi na. Apni aktu please help korun,3
Bagladesh er worst internet service dey teletalk,1
Apu plz india food vlog chai,2
Phone er video chole na dekhe ekhon bike er video,1
Sir amio gpa 5 paisi,0
"Dada ami prochondoooo khushi, apni amar barir eto kachhe elen, ager din i apnake request korechhilum aar eto taratari apni kotha rakhben bhabte parini, oi chottore aro onek onek hidden gem achhe, porer bar ele bolben, instai janie debo ba nijei chole jabo, durdanto vlog",0
Samzone bhai big fan love from chittagong,0
Ager moto vew nai,1
Bhaiya pdf tha kivabe pawya jabe,2
Khub sohojei venge fela jabe mone hocche,1
Deximpo ki jinish bair korlo,3
Every week daraz er emon gadget niye video din,2
Eitoko pan khaite paro na amare niya jaite review deyar jonno,1
Sir amra kew common payni rajshahi theke,1
650 tky daraz e paoa jay vai. Kintu chains. Aste onek time lage. Ami 1ta order dici. 2 din er moddhe pabo,1
"Onk confused chilam gpu konta nibo,ekhn clear thanks brother",0
Oma hete dehi purai agun,0
Kasba street food ta sobar prothom ami cover korechilaam. Kintu bepar ta holo amr subscriber oh nei r view oh nei,2
Ekhon price koto ache?,2
ei jonno to boltesi taratari vaccine niye ne,0
Ato kosto ke korbe. Current thakle loss ache kichu?,2
Vaiya j power supply ta bebohar kora hoyeche segulo ki casing er sathe asha psu theke vlo nki orokom e? please answer,2
"Value top er cpu, gpu chai",2
"Bhaia dont mind but apni to salman re sentence e complete korte den na , o complete korar agei apni kotha bola shuru koira den",1
Mam onk sundore chilo cls ta,0
Class ta onek valo chilo amar one valo laagse onek valo kore bujhlam thank you,0
Apni khulnar asol jaygy khan ni apu. Ti test tao pan ni,1
afa apner voice onk shundor,0
Apu hijab tutorial ta dio,0
Vaiya amar redmi 12c te miui 14 er update choke asece. Akhon amar ki update kora ucit,2
Vai amar top 10 player....,0
Sylhet board a goddo nai,1
Assalamualakum Ayman vaiya kemon achen ami nah apnar onek boro fan10 minute school er jokhn live class gula dekhi tkhn mne hy ish ami jdi vaiyar mto the partam vaiyar mto poraite partam ki valo kre bujay English subject tay jkhn problem e pori tkhni tmar class gula dekhi I wish tmar sathe jdi amar ek din dekha hto,0
Walton er sathe kuno tulona hoi na,0
Walton vlo kaj kortasa. Asha kori tadar xanon 20 akta next step,0
Video valo lage tai dekhi 052,0
Jodi 1 lakh khoroch kora lagey taholey iphone newai better. Couse iphone er camera thakley dslr lagey nah 100k er moddhey er phn gula,2
Vai joyroomer j wireless power bank gula ache oigula ki valo?like joyroom jr w030?,2
Note 30 er ceye onk vlo,0
Pdf ta khothay pabo,2
Faltu. R kichur compare korte prla,1
Vai pls reply diben 25k er vitor sob thaki best motherboard kon ta pls reply vaiya,2
20000 tkr ekta phn e compass sensor e nai,1
Dada video quality valo kore upload korbo ki kore,2
Ebar nagin dance amra dibo,2
Ager tomer video valo lagto but akhon jani valo lage na,1
Jodi thake nosibe apna apni ashibe,2
Vai plz seen koren,2
Honor x9a valo hobi na aita,2
Apnar video presentation darun khub valo laglo video ta,0
Bhaiya amar acta request ase,2
Congratulations brother  e samzone,0
Mirpur r modhe tour dao max restaurant,2
"Vaya, shudu ai question gulai exam ar ager den porbo , ame ki common pabo. Sob kisu, please ans deyan,",2
Nice videoo. Aro emn video dekhte chai,0
Extreme level er bokachoda,1
Taka chara ghurte jawa jabe amon kono jyga ase ?,2
Morich vorta recipe den plz,2
Ami intel arc a750 graphics card nisi kintu ami 20 mins er moto use korlei temperature almost 87 degree celsius er chole jay ekhon ami ki korbo?,2
Please commerce 9 der jonno kichu koren,2
Akn vallage khub,0
Bro honor 8x mona asakina apnadar janina phone ta 1 year use korse falaiya chalaiya panitao pprselo like 15mm panita alhumdulillah kisso hoinay honor always valo phone banay tai oi voroshay honox90 loilam this is also so good device,0
Timing bole dile vlo hoto i mean kon sub koto tarikhe live class hobe?,2
So what Emn kuno vaccine ase jeta nile akno corona hoy nai R uni toh onno kuno rogeu mara jaite parten,0
Bhai 15k er phone kine dichena tar upor tmi bolo 84k er pc,1
Apnar background er table lamp tar price koto?,2
Sam vai akta 1020k er modde valo dslr new2nd camera er review chai vai please replay video chai vai please,3
"Bhai, please ai case a ekta micro atx board ar build dekte chai",2
Star kabab er kashir chui zal tao try korte paren,2
Vaiya amr router 9v er kintu ami wgp er 2 ta port 12v er ekhn 12v e ki router er kono problem hobe,2
Ami ei nexg phn niyeci,2
Eto faltu prpduct koi pas bhai,1
Iphone 12 kena thik hobe?,2
Aj porjonto kno giveway na jeta ami,0
"Mahmudullah riad, tamim iqbal ki sara jibon khelben naki",2
Price range hishebe chomotkar features offer koreche walton. Appreciable.   samzone,0
Apu r upor kew nai salman bhai o parbe na,1
Sylhet aijke onek vlo hoice prosno,0
"Vhai apnara mobile r review o den akhon thek,apnader moto ato detail e keu review kore na, r phone r uper onekere agroho ace,please",0
"Vai amake ki ai channel ti monitize kore dibe vai plz, ami onek bar try korse tobe adsene account add hosse na",3
Ami nije loggito regarding subscriber. Loggito in the sense kano barchena,0
Vhaiya bangla 2nd paper suggestions de plz,2
Apnr phone er model ki vai?,2
Vai 5060k dea akta pc make koryn gpu peladn rx 580 ata dea,2
302 nasir bhai er system slow response kore,1
Lava agni 2 full review cai tushar vai,2
Exam e lekha dialogue er kotha mone pore gelo,2
Edit k krslo kotha shona jai aste r background music diye rakhse jore barbar sound baraite hoi komaite hoi,1
osam hoyeche siam,0
Kinbo na jeneo video dekha ami,0
50tk hok dam to kine khabo onk moja,0
"Sobai portise, ekarone ekhono asenai",2
Hello kaser manush jon,0
Phon jeno ami pay,2
Alhamdulillah sylhet board teke bolsi apnader dewa sylbus onujai porsilam bangla 2nd paper kub common asce,0
"Ami ata kinte chai,apni amr jonno ekta ready kore baniye den,price koto hobe",2
Vai amader to walton er delar ase amader price ta kmn hote pare,2
Apu tomar dress ta kotha theka niso?,2
Khub inspired holam thanks,0
Vhi amr infinix hot 30 ta onk hang kortasa vhi ami akhon ke korta pare,1
Klka tumer Sathe consert a dakha hoia silo bro Tumi Khub shundor kore Artcell ar song gaytesile amar bhalo lagse shune,0
Dilen toh rater ghum ta haram kore,1
Vaia notun ekta gpu ashche market a peladn brand er bd er onk showroom a warranty shoho khub kom dame sell oo hocche apnara jodi ei peladn gpu er review korten khub valo hoto bishesh kore peladn rx 5500xt 8g er,3
Amar gramer bari soriotpur,2
Kichhu ei sab item paua jay na dada sudhu dekhe mon bhorche ar jive jol from jharkhand,0
Apu 3000 takar jilapi neo nai kno,2
"Food video popar review apni dite paren,",0
Vai ami eita pre order korchi amader desher dokane kintu kobe bangladesh a kobe asbe,0
"Gaming phone er ektai subhida build in triggre thake r dedicated cooling system thake overall baki sob gaming phn e ami cut e dekhi,r performance e kthay asi gaming phn er ei cooling system alada diye dey e jnnei perform stable thake ektu beshi ototao difference emn o na so amr mote gaming phone is a down",3
"Bai infinix 30i phone ta nite cai, kmn hobe?",2
Vlo lagar manushta,0
Sir sylhet board er mcq onk hard hoisilo,2
Review deyar aage kinna felsii,2
Video upload diye gomaya jan,2
Mymonsing board ar jonno diben na,2
Ei naeem khankir chele ke abar nise,1
Intel gesha global brand er dalal der ryzen er nam ta onek koste mukh diya bair korte hoy tao j bair kore aetai onek kuttar baccara koy i3 13th gen nite khali ddr5 er jonno,0
Vi review dekbo naki hasbo,1
Hasan anam vai koi,2
Dada processor er opor jei gray jinis ta dilen seta ki alada kinte hobe?,2
English suggestions dile dhaka board er jonno valo hoy,2
Deximpo ke onek dhonnobad anker er products bd te anar jonno. Ar giveaway er jonneo osonkho dhonnbad,0
Price ektu besi laglo,2
Ei 2 year apner video daki but aj abdi giveaway pailam na,3
Sylhet board er jnno kuno suggestions dilen na j!,1
Always wait kori tomar video ar jonno,0
Good batting tawhid hridoy,0
Vai eto boro chin bar kiser outstanding looks,1
Ai pc diye ki valo video edit kora sombhob ?,2
"Khub valo, asankho dhonyabad",0
Literally infinix to kapabe dekhchii,0
Kintu apu amar bistro e te jei steak ta chilo amr eto jomenai kintu oder fries ta joss,1
Vai lenovo ideapad gaming 3. Ryzen7 5800h. Rtx 3050 er ekta review cai,2
Dada canteen er hapar er price ato high 2pc kochuri alurdom 90,2
Bezel dekhei video exit dite nisilam,1
Appu sari poran apnak onk sundor lagbe,1
Ctg te boropol er famous aalishan e jayen,2
Vai ami redmi 10 dia ai video deltasi,2
From ta koi pabo,2
Onk janar iccha chilo ei jaygat kothay finally ajke jene gelam thanks to faiza apu,0
"Sam vaya asa kori amar coment ta porben ami to ekjon moddho bitto so caile ami apnar givewayer videwo gulo onek lete dekhi karon mb thakle phon thik thakena phon thakle mb thakena ar ami caitachilam je gach laganor givewaye te joyen dibo but ami phon use kori camera chara tai joyen korte parinai onek gula programe joyen korte parinai aj comente bollam va apnar ei choto vayer dike deakhen,",1
Apnader jibon ta koto sundor kore tulcen icca moto market icca moto gura aro koto ki amar ar balo lage na mone hoy ami o jai pakir moto ure berai,3
Ei bainchod er video,1
"Sam vai big fan. Apni pritidin amdr jonno ato upokari video upload koren onk help hoy ,thank you vai love you",0
Notch dekhey biday nilam. Hudai time waste review dekhe,2
Congratulations for 2. 73 family vai kono din kisu palem na sob somay coment kori,3
"Vai apnar koti koti tk ase bolei ki dami dami pc r video banate hobe,amra moddobitto hoye ki vul kreci,amader jonno kono video nai,2530k diye kivabe normal using pc kivabe hobe seta niye kn kotha nai,joto video samne ase sudu flagship level ar,mathatai karap hoye gelo,ar jodi amon hoy amader moto goriber jonno ai channel na tahole thik ase,",1
Ai colortai kacha steak,2
Sam vai ami apnar sob video deki amar kono phone nai amake dile volo hoy ami pc teke apnar video deki,0
Vai e bms circuit ta to online daraz apps e pacchi na. Kothai pabo ekhon. Amar bettery cell 2 ta kono vabe crg tulte parchi na. Ki korbo plz jodi bolten,1
Apnara blog koren boley ato korey dey ta na holey kom e thakey quantity,1
Xmp on display gone amon akta vedio banan pls,2
Dost shai hoise,0
Amk onk karp kotha bole onk mon karap,1
Vaiya ami to share korlam from fill up o korlam pdf ase na kno,2
Class gula onk helpful tobe ar aktu agee dile valo hoy,3
Vai re vai emon fetra khela er age dekhi nai,1
Atc dekhi bubt ar main gate ar pic tulche,2
Apu dharmik para mini coxs bazar er ekta vlog chai pls,2
Salara ruti ar mangso khay,1
vaiya apnaka onik bhalobashi,0
Peladn rx580 diye 45k te build possible? minimum budget build guide chai karon ryzen 5 5500 er dam 9000 taka techland ae,3
Almost same build 1 week aage korlam,2
"Hi, apu kemon acho pliz replay",0
Api. Tehari avenue gulshan 2 te akta shoot koro pls. And saddeq agro te shoot koro,2
Vaccine 2nd dose o niye nilam Eibar toh back nen please,2
"Bangladesh er khela manei heart attack tobe jitse at last,alhamdulillah",0
Ki clss den grap chara kichu common pore nai,3
Ulongo dance dekhi na re Vai bar bar ato link deyar ki ace,1
"Apnar sathe kisu kotha ase,apnar nmber ta lagbe apnar",3
Vaiya sudhu gaming phn dekhale hobe!50k tkr moddhe best camera phn konta?seita niye akta vedio den,2
Barishal borde o ase na,1
"Ai taka dia indiar duita state ghure asa jabe. Ami meghaloy ghureci matro 12k koroch kore. Amader deshe taka hatanor lok ase, seba namer balai nai",1
Ryzen 5 5600 g as price koto porbe,2
Gps gprs gps thakle nia nitam,3
Ai apu kasa roos ai babe khian na pat kharab korbe ai roos khuar ovigota ase onek,3
Alhamdulilah ajke nilam 8128 official,0
Product gula amar kase valo lagse,0
Vai ki video export korte giye system crash korsilo? 2 bar blank screen dekhlam,1
Using huwawei y9 2019 ekhno 100 100 performance 464 2019 shale mane onek chilo ekhno ei phn diye bhorpur game kheli performance ekhno greatttttttttttttt koraaaaaaaaaaaaaaaaaaaaaaaa,0
Amar shathe keo kotha bole na dekhao korena,1
Tushar vai tawhaid afridi vai ke anen,2
"Sir,i got gpa5 from chattogram board",0
Ami dhaka bord er,2
Amar mone poreche tomader video dekhe. 2003 amader fashion show chilo. Oi show shesh hoyechilo onek rate. Ami jokhon khete gelam dekhlam chocolate cake chara shob khabar shesh. Because mp montri 5 jon amader show dekhte ashchilo. Bakita apnarai bujhe niben,3
Great tahole ei bar Covid 19 er vaccine nite parbe,0
Vi capcut e 2k export korle scren black ase plz hrlp aii phone,2
Hp pavilion 15 eg2586tu etar review koren plzz,2
Create us ki mula dhoray dise nki apnare zaman vai,1
Dhaka board ta dilo bas aj ami hotas,1
"Software ui ekdom faltu, ads and bloat ware e bhora",1
Cat 5 er connection e ki use kora jabe ?,2
"3 meye ke neuar drkr chilo tmr, 3 meye mash allah onek bhalo",0
Apu apni onek mota hoye gecen sondor lagtece na,1
Vai marsriva er ups er o review diyen,2
Koto taka dam look ar,2
Assalamu alaikum raziya apur wedding vlog ta kobe asbe apu ? wt kortesi vlog ta dekhar jonno,2
Full video dekha papi ami,1
Edit a. Voice nosto kore disaaa,1
Shifus bole dumdum surer mather okhane akta new cloud kitchen khuleche. Oder chinese and rolls darun. Dada aktu visit korun,0
Tushar vaii er video manei agun,0
Card gular market out or price high korar junno ei video ta ekta niyamok matro,1
2. 73m family. Xanonx20 xtraordinaryinnovationwithin waltonmibaile samzone,2
Onek onek vlobasa sir,0
Vaiar cls koresi ami sorasori,2
Price dai bole na ata theke asa kora jai naa,1
Intel i3 er sathe ki rx 580 die build kora jabe?,2
Bangladesh afghanistan er songe jitte ki korte hoy ar naki aber icc cup jitbe how funnni,1
Vut ase darale jokhon light hut kore jole jabe r apni dur theke dekhben light jole ache but keo nei sedin ter paben ai line kine ki vul korechi,3
Ufff jnn aidiky Dekho amiii,0
Love you sam bodda xanonx20 xtraordinaryinnovationwithin waltonmobile samzon,0
"Allah tumr bari shariatpurer shokipur bari,amder distik oh shriatpur",2
Khub bhalo laglo dada,0
Baba ra eita ireland nah,2
Comment kore ki ar gift paoya jai age jantam na ar janleo ki hoto amar vhaggo ato vhalo na je ami karo kas theke gift pabo,1
Gift koreteoo to paren,2
Pizza best kasba r ta. Okke harano khub kothin,0
Vai lenovo ideapad gaming3. Ryzen7 6800h. Rtx 3050 er review cai,2
"Valona pricing. Er theke samsu,lg aro valo brand ase",1
Jahid Hasan  vaccine niye ne eibar,2
Assalamualaikum gadget boy emon bhai,0
Shakib al hasan er sob ceye boro gun hosse shey somoyer shate shate nije k update korse jaar jonnoi shey shakib,0
Khub boro fan apnar sob video gulo dakhi ar tomar satha ek din khata chai please please na korona,0
"Amer mote eni holen kolkatar number 1 food vlogar, uposthapona theke ending osadharan",0
Sir ami 1174 mark paise. . Alhamdulillah apnader help nea ami valo korsi. Sobai khushi amio khushi onek onek dhonnobad sir,0
Rony ke opening e deya uchit silo,2
Alhamdulillah onk vlo hoyeche bangla 2nd paper,0
Vaia 30k er moddhe ki new phone nibo r s20 ultra preowned phone neo thik hobe kina ektu bolen,2
Ar ki cls asbe nah,2
"Aeta amio try korechilem, aeta ektuo moja na",2
Khalammar khida lagay nai?,1
Eta tomader jonno noy,3
Hmmm apner kotha 100 right mahamullah riad k nik ba na nik,0
"Alhamdulillah vaiya, cumilla board er jonno jei suggestion dichen 100 commonmany many thanks vaiya",0
Vai pc windows setup and draivers niye akta video deyen,2
North kolkata aar apni jeno abiccheddho. Macher kochuri ta jompesh. Pan steamed momo ta khub lobhonio. Dilruba te cabin ache na? fish babu fry. Ki cute naam. Mixed fried rice and garlic fish ta kin2 really show stopper. Etto gulo dokan aar ettogulo item. Seriously ek din e cover korar jonyo suvro da orofe gypsy bong ke ekta boro thumps up,0
Color tune korle result ultano jabebiased to walton mone hosse,1
Viya jessore bord a komon asba,2
"1st view, vabcilam er video asce nh kno?",2
Appu kichhu ase nah,1
Sob e bojlam kintu a remix gule to onno dj der kora to onar kaj ki a khane,1
Ai bajete sera phn,0
Emulator ae konta perform korbe?,2
Rashid khan nai to tai bangali mona voii nai,2
4060 ti budget build video banaiyen bhaaaaaiiii,2
Tomar voice change hoye gese,1
Aita legender beshi kaje lagbe,2
Apu bag ta koi thke nisen?,2
Dhore felte hbe thankyou,0
I love bondhi patshala,0
Apnar moto uttor kolkatake ato bhaalo keu describe korte paare na!,0
Dinajpur board er question soja hoscy,0
Dada jara apnar health niya eato bolcha. Protak ta toxic r eader sabar health issues acha. They r not happy what they are. Eara apnar channel a kano asa. Health. Diet. Gym chanel kano dekhana,3
Vi ami mini pc nite chasei aktu poramos so diben,2
Vloi laglo phn ta,0
Bike battary charge kora jabe ki,2
Tawhid afridi re chai,2
Assalamualaykum kemn acen? ami apnar akjn big fan,2
Tuser bhai green line problem er somadhan bher kore den bhai iphone users der tah toh dicen please reply diben,2
Dukan air nambar ta Dan nai dam koto bolanna ki faltu service rating zero,1
Koi abbas ar koi 2 number shiraj lmaooo,1
Hi iam zubair islam bai 20k bast samat pon samzone xanonx20 waltonmobaile,2
Glass back thakle valo hoto,0
Halar put mask koy tor,1
Indian mal niye eto lafalafi,1
Ekta sundor suruchi somponno content ja boraborer motoi sundor,0
Chol kini shundor lagse,0
Sovabazar e akrams biriyani er new outlet e elen na kno?,2
Vaia common porse cq er mcq,0
Ki obostha sam vaiya?,2
Page like done sam vhai big fan vhai apnar video gula onk joss,0
Shopon viyea apnare thapraite iccha kore,1
Kache aso Jaan,0
"Tumi best, shhikkhhito blogger",0
Pran had a pan masala toffee oita mojar,0
Apu usa thake tomar video gula dekhi valo lage. Tobe tumi jokon video upload koro tokhon amader rat thake,0
Bhai tecno er phone kew kinben na. Symphony phn onk vlo er theke personally i am not satisfied,3
Vai tech news den iphone 15er,2
Apo tomar video amar onek valo lage and tomake ar sadi vaiya ke eksathe onek valo lage amar,0
Party ta koi hoicilo amio jante cai jaiga shundr na,1
Ami tab kiner jonno try kortesi bt mon moto pasi na,2
Video sound quality amn kno,1
Dada goria te acropolis mall e ozora name e ekta rooftop restaurant a6e. Kolkata te sob theke topest rooftop. Ekbar giye dekhte paro,2
vai esb ekktu off koren obstha ebr asholei khrp kichudin por vaccine diye versity khule dibe ar 2 3 month wait koren  Ar sob versity tei in person exam chole hudai,0
Bhai ame ey light ti nite chai. Pls ki kore nibo lightti pls bolun r apnader mobail nambar ta den,2
Wifi khub kom tante pare. What is the solution?,2
vai kamon asan,2
Apu tumi kamne eto khao kosto hoyna eto khaite amar dara to somvob e na,3
55k te ei laptop kena bokami chara kichui na. Stop promotion video please,1
44000 hazer takar laptop hoha sotyo dakajacha windows is not activated chomotkar walton,1
Dinajpur board. Masaallah. Khubi vlo exam dichi,3
Apu eita dekiya kudalagse,0
Sokher phone ta churi hoye geche onek din pray 1. 5 years holo. Phone ta giveway te peye gelei holo,2
1 lak pc bulid koren,2
Apu plzz uttora rich table review koro plzzzzz,2
Video sound nei bro,1
Camera toh dekhi redmi note 8 er same diya rakhche,2
Dada rtx 3060 12gb vs intle arc a750 akta comparison korben,2
Ashar somoy Podda satur pilar tay akta dhakka dia ashban,1
Walton desi brand hisab a atai onk kicu xanonx20 xtraordinaryinnovationwithin waltonmobile waltonmobile,0
Ato taka dia mobile kinbo sob kicu na pai tahole to somossa. Takar moto mobile hoite hbe sob thakte hobe,1
Gps smart watch niya ekta video koren,2
Ubon sp70 review karen bhai,2
Apu tumi ki mollah barir meye,2
Vaiya apu ami chai nawabgonj theke bolchi,2
Haturesingh to sarajibon thakbe na. Onno coach asle abar onno player dhukbe. Taile ekta player ke jor kore retired korano ki drkar. Team e na rakhtei pare hoeto onno coach take sujog dibe. Asraful mash der carrier sesh. Baire desh e kintu board coach ra chap dey na retired korte. Tar mone hole se kore,3
Kurbanir sumay etu gabi aslu kotar tika chinta kora jay,1
Vai jaan upnar user phone yer nam bola jabe?,2
Vai love your video. Next time masum vai ke niye asen,0
Sam vai akto dakha korta sai,0
Nijessho protibedok holeo ki kham dite hobe?,2
Tushaar bhaiii! emoon bhaii koii?,2
Onk vloi holo ajker exm,0
"Best of luck, but ai dol ta k aro aktu change ane aro onk besi strong korte hobe samner jonno",2
Biprodev Karmokar Shuvo versity khulbena Amader vaccine deya hoini Vaccine diyese School ar students ra,2
Lava agni 2 te processor midiatik daimensity 7050 use kora hoise amar akta valo mobile dorkar kinto taka nai tai coment korkam acpect kori pabo inshaallah,0
"Jara jara gram banglar video dhekte can thle tara,village view bd surch kre dhekte paren",2
Black bade shob gula tei leather ase. Ami nijeo ekta use kori bangladesh a,3
Farok hala english pare na to gali dei kivbe,2
"Dada ashole matter ta ki janen to bangali khawar ranna gulo oii korai te koshiye koshiye ranaa hole darun lage jeta sanjitdar okhane hoi , kintu oii khashir mangsho ba deshi murgi jodi pressure cooker e sedhho kore bole j karo narom tultule dekhun or mato faltu khawar hoina r , ranna jato koshano hoi tatoi tar test bare r oii dadar jar karon eto vur hoi okhane ,",2
Darun video. Kintu shabdhane kheo. Sei ekoda ek bagher golay har phutiyachhilor moto. Ekhane boga mama pabe na je bar kore debe,2
Page like done. Asha kortechi eibar giveawy te winner hobo,2
Bbk r business strategy niya ekta vdo daan,2
Apu apnar video onek vlo lage love u apu,0
Jodi load shedding hoi tahole,2
Really to beautiful i am in love with your videos but i wish i meet to you i am from rajshahi. Next time ashle obosshoi janaben first comment,0
Onek valo laglo video ta,0
Tumi shariatpur er ajk janlam ami o,2
Bangla support kore vaia?,2
"Apo apnr kache dud kola bhat deke kaite icche krche,amr soto ja bole kaite sehri te. Or naki vlo lage",0
Vaiya apnader class amar khub vlo lage,0
Thumbnail er lokhtake gta v e lester er moto dekhay,1
Arkom video aro chai,0
Illegal game er abar esports,1
Ami tmr all vidio dekhi apuu pray for me ssc23 candidate ami,2
Kire pagol ar koris na aie shob paglami sala modon,1
Ai cassing koi paibo?gojorta?,2
Timeline set koira deoar jonno dhonnobadh,1
Sir apni ki shikho te class neben na?,2
Vi jan Alif apni guthun moluk kaj kor ben shb somoy. Etai asha korchi,0
Apu tumi age j kno bolo na tahole tomar sathe dekha hoto age aktu janay jaio kothay o gele tomar sathe meet korar khub ichha onk bhalo lage tomake,0
Computer importer a dam 19999tk just check vai mitha bolar kisu nai real ta bollei hoi,1
salman tmk 1st a khuje na pawa ami cz tmr pasher gula tmr thake o beshi joss joss,2
